FL_DATE,OP_CARRIER_FL_NUM,ORIGIN,Count
2015-01-01,1,JFK,2
2015-01-01,15,JFK,2
2015-01-01,1599,LGA,2
2015-01-01,23,JFK,2
2015-01-01,2302,JFK,2
2015-01-01,3,JFK,2
2015-01-01,331,LGA,2
2015-01-01,411,JFK,2
2015-01-01,413,JFK,2
2015-01-01,415,JFK,3
2015-01-01,423,JFK,2
2015-01-01,425,JFK,3
2015-01-01,433,JFK,2
2015-01-01,443,JFK,2
2015-01-01,461,LGA,2
2015-01-01,561,LGA,2
2015-01-01,65,JFK,2
2015-01-01,703,JFK,2
2015-01-01,711,LGA,2
2015-01-01,841,JFK,2
2015-01-02,1,JFK,2
2015-01-02,1131,LGA,2
2015-01-02,1247,LGA,2
2015-01-02,1255,LGA,2
2015-01-02,15,JFK,2
2015-01-02,1599,LGA,2
2015-01-02,2175,LGA,2
2015-01-02,23,JFK,2
2015-01-02,2302,JFK,2
2015-01-02,269,LGA,2
2015-01-02,3,JFK,2
2015-01-02,331,LGA,2
2015-01-02,411,JFK,2
2015-01-02,413,JFK,2
2015-01-02,415,JFK,4
2015-01-02,423,JFK,2
2015-01-02,425,JFK,3
2015-01-02,433,JFK,2
2015-01-02,441,JFK,2
2015-01-02,443,JFK,2
2015-01-02,445,JFK,2
2015-01-02,461,LGA,2
2015-01-02,477,JFK,2
2015-01-02,483,JFK,2
2015-01-02,561,LGA,2
2015-01-02,65,JFK,2
2015-01-02,703,JFK,2
2015-01-02,711,LGA,2
2015-01-02,761,LGA,3
2015-01-02,765,LGA,2
2015-01-02,841,JFK,2
2015-01-03,1,JFK,2
2015-01-03,15,JFK,2
2015-01-03,1599,LGA,2
2015-01-03,163,JFK,2
2015-01-03,221,LGA,2
2015-01-03,269,LGA,2
2015-01-03,3,JFK,2
2015-01-03,331,LGA,2
2015-01-03,411,JFK,2
2015-01-03,413,JFK,2
2015-01-03,415,JFK,4
2015-01-03,423,JFK,2
2015-01-03,425,JFK,3
2015-01-03,433,JFK,2
2015-01-03,441,JFK,2
2015-01-03,443,JFK,2
2015-01-03,445,JFK,2
2015-01-03,461,LGA,2
2015-01-03,477,JFK,2
2015-01-03,561,LGA,2
2015-01-03,65,JFK,2
2015-01-03,703,JFK,2
2015-01-03,711,LGA,2
2015-01-03,761,LGA,2
2015-01-03,765,LGA,2
2015-01-03,841,JFK,2
2015-01-04,1,JFK,2
2015-01-04,1131,LGA,2
2015-01-04,15,JFK,2
2015-01-04,1599,LGA,2
2015-01-04,1617,LGA,2
2015-01-04,23,JFK,2
2015-01-04,2302,JFK,2
2015-01-04,3,JFK,2
2015-01-04,331,LGA,2
2015-01-04,411,JFK,2
2015-01-04,413,JFK,2
2015-01-04,415,JFK,4
2015-01-04,423,JFK,2
2015-01-04,425,JFK,3
2015-01-04,433,JFK,2
2015-01-04,443,JFK,2
2015-01-04,445,JFK,2
2015-01-04,461,LGA,2
2015-01-04,477,JFK,2
2015-01-04,483,JFK,2
2015-01-04,561,LGA,2
2015-01-04,65,JFK,2
2015-01-04,703,JFK,2
2015-01-04,711,LGA,2
2015-01-04,761,LGA,2
2015-01-04,765,LGA,2
2015-01-04,841,JFK,2
2015-01-05,1,JFK,2
2015-01-05,1255,LGA,2
2015-01-05,15,JFK,2
2015-01-05,1599,LGA,2
2015-01-05,163,JFK,2
2015-01-05,23,JFK,2
2015-01-05,269,LGA,2
2015-01-05,3,JFK,2
2015-01-05,331,LGA,2
2015-01-05,411,JFK,2
2015-01-05,415,JFK,4
2015-01-05,423,JFK,2
2015-01-05,425,JFK,2
2015-01-05,441,JFK,2
2015-01-05,443,JFK,2
2015-01-05,461,LGA,2
2015-01-05,483,JFK,2
2015-01-05,486,JFK,2
2015-01-05,561,LGA,2
2015-01-05,65,JFK,2
2015-01-05,703,JFK,2
2015-01-05,711,LGA,2
2015-01-05,761,LGA,2
2015-01-05,841,JFK,2
2015-01-05,847,LGA,2
2015-01-06,1,JFK,2
2015-01-06,15,JFK,2
2015-01-06,163,JFK,2
2015-01-06,1814,LGA,2
2015-01-06,2002,JFK,2
2015-01-06,2181,LGA,2
2015-01-06,2187,LGA,2
2015-01-06,221,LGA,2
2015-01-06,23,JFK,2
2015-01-06,2331,LGA,2
2015-01-06,2395,LGA,2
2015-01-06,3,JFK,2
2015-01-06,307,LGA,2
2015-01-06,331,LGA,2
2015-01-06,355,LGA,2
2015-01-06,3674,LGA,2
2015-01-06,411,JFK,2
2015-01-06,413,JFK,2
2015-01-06,415,JFK,4
2015-01-06,423,JFK,2
2015-01-06,433,JFK,2
2015-01-06,441,JFK,2
2015-01-06,443,JFK,2
2015-01-06,445,JFK,2
2015-01-06,477,JFK,2
2015-01-06,486,JFK,2
2015-01-06,65,JFK,2
2015-01-06,703,JFK,2
2015-01-06,711,LGA,2
2015-01-06,761,LGA,2
2015-01-06,841,JFK,2
2015-01-06,847,LGA,2
2015-01-07,1,JFK,2
2015-01-07,15,JFK,2
2015-01-07,163,JFK,2
2015-01-07,1814,LGA,2
2015-01-07,2002,JFK,2
2015-01-07,2181,LGA,2
2015-01-07,2187,LGA,2
2015-01-07,221,LGA,2
2015-01-07,23,JFK,2
2015-01-07,2314,JFK,2
2015-01-07,2331,LGA,2
2015-01-07,2395,LGA,2
2015-01-07,3,JFK,2
2015-01-07,307,LGA,2
2015-01-07,331,LGA,2
2015-01-07,343,LGA,2
2015-01-07,355,LGA,2
2015-01-07,3674,LGA,2
2015-01-07,411,JFK,2
2015-01-07,413,JFK,2
2015-01-07,415,JFK,4
2015-01-07,423,JFK,2
2015-01-07,425,JFK,2
2015-01-07,433,JFK,2
2015-01-07,441,JFK,2
2015-01-07,443,JFK,2
2015-01-07,445,JFK,2
2015-01-07,561,LGA,2
2015-01-07,65,JFK,2
2015-01-07,703,JFK,2
2015-01-07,711,LGA,2
2015-01-07,761,LGA,2
2015-01-07,841,JFK,2
2015-01-07,847,LGA,2
2015-01-08,1,JFK,2
2015-01-08,15,JFK,2
2015-01-08,163,JFK,2
2015-01-08,1814,LGA,2
2015-01-08,2002,JFK,2
2015-01-08,2181,LGA,2
2015-01-08,2187,LGA,2
2015-01-08,221,LGA,2
2015-01-08,23,JFK,2
2015-01-08,2331,LGA,2
2015-01-08,2395,LGA,2
2015-01-08,3,JFK,2
2015-01-08,307,LGA,2
2015-01-08,331,LGA,2
2015-01-08,355,LGA,2
2015-01-08,3674,LGA,2
2015-01-08,411,JFK,2
2015-01-08,413,JFK,2
2015-01-08,415,JFK,4
2015-01-08,423,JFK,2
2015-01-08,425,JFK,2
2015-01-08,441,JFK,2
2015-01-08,443,JFK,2
2015-01-08,486,JFK,2
2015-01-08,65,JFK,2
2015-01-08,703,JFK,2
2015-01-08,711,LGA,2
2015-01-08,761,LGA,2
2015-01-08,841,JFK,2
2015-01-08,847,LGA,2
2015-01-09,1,JFK,2
2015-01-09,15,JFK,2
2015-01-09,1814,LGA,2
2015-01-09,2002,JFK,2
2015-01-09,2181,LGA,2
2015-01-09,2187,LGA,2
2015-01-09,23,JFK,2
2015-01-09,2331,LGA,2
2015-01-09,2395,LGA,2
2015-01-09,3,JFK,2
2015-01-09,307,LGA,2
2015-01-09,331,LGA,2
2015-01-09,355,LGA,2
2015-01-09,3674,LGA,2
2015-01-09,411,JFK,2
2015-01-09,413,JFK,2
2015-01-09,415,JFK,4
2015-01-09,423,JFK,2
2015-01-09,425,JFK,2
2015-01-09,433,JFK,2
2015-01-09,441,JFK,2
2015-01-09,443,JFK,2
2015-01-09,445,JFK,2
2015-01-09,477,JFK,2
2015-01-09,486,JFK,2
2015-01-09,65,JFK,2
2015-01-09,703,JFK,2
2015-01-09,711,LGA,2
2015-01-09,761,LGA,2
2015-01-09,841,JFK,2
2015-01-09,847,LGA,2
2015-01-10,15,JFK,2
2015-01-10,163,JFK,2
2015-01-10,2002,JFK,2
2015-01-10,221,LGA,2
2015-01-10,3,JFK,2
2015-01-10,411,JFK,2
2015-01-10,413,JFK,2
2015-01-10,415,JFK,3
2015-01-10,423,JFK,2
2015-01-10,425,JFK,2
2015-01-10,433,JFK,2
2015-01-10,441,JFK,2
2015-01-10,443,JFK,2
2015-01-10,486,JFK,2
2015-01-10,510,JFK,2
2015-01-10,703,JFK,2
2015-01-10,841,JFK,2
2015-01-10,847,LGA,2
2015-01-11,1,JFK,2
2015-01-11,1255,LGA,2
2015-01-11,15,JFK,2
2015-01-11,163,JFK,2
2015-01-11,1739,LGA,2
2015-01-11,1814,LGA,2
2015-01-11,2002,JFK,2
2015-01-11,2181,LGA,2
2015-01-11,23,JFK,2
2015-01-11,2395,LGA,2
2015-01-11,3,JFK,2
2015-01-11,307,LGA,2
2015-01-11,331,LGA,2
2015-01-11,345,LGA,2
2015-01-11,3674,LGA,2
2015-01-11,411,JFK,2
2015-01-11,415,JFK,4
2015-01-11,423,JFK,2
2015-01-11,425,JFK,2
2015-01-11,443,JFK,2
2015-01-11,445,JFK,2
2015-01-11,453,JFK,2
2015-01-11,477,JFK,2
2015-01-11,486,JFK,2
2015-01-11,65,JFK,2
2015-01-11,703,JFK,2
2015-01-11,711,LGA,2
2015-01-11,841,JFK,2
2015-01-11,847,LGA,3
2015-01-12,1,JFK,2
2015-01-12,15,JFK,2
2015-01-12,163,JFK,2
2015-01-12,1814,LGA,2
2015-01-12,2002,JFK,2
2015-01-12,2181,LGA,2
2015-01-12,2187,LGA,2
2015-01-12,221,LGA,2
2015-01-12,23,JFK,2
2015-01-12,2331,LGA,2
2015-01-12,2395,LGA,2
2015-01-12,3,JFK,2
2015-01-12,307,LGA,2
2015-01-12,331,LGA,2
2015-01-12,355,LGA,2
2015-01-12,3674,LGA,2
2015-01-12,411,JFK,2
2015-01-12,413,JFK,2
2015-01-12,415,JFK,4
2015-01-12,423,JFK,2
2015-01-12,441,JFK,2
2015-01-12,443,JFK,2
2015-01-12,445,JFK,2
2015-01-12,453,JFK,2
2015-01-12,486,JFK,2
2015-01-12,65,JFK,2
2015-01-12,703,JFK,2
2015-01-12,711,LGA,2
2015-01-12,761,LGA,2
2015-01-12,841,JFK,2
2015-01-12,847,LGA,2
2015-01-13,1,JFK,2
2015-01-13,15,JFK,2
2015-01-13,163,JFK,2
2015-01-13,1814,LGA,2
2015-01-13,2002,JFK,2
2015-01-13,2181,LGA,2
2015-01-13,2187,LGA,2
2015-01-13,221,LGA,2
2015-01-13,23,JFK,2
2015-01-13,2331,LGA,2
2015-01-13,2395,LGA,2
2015-01-13,3,JFK,2
2015-01-13,307,LGA,2
2015-01-13,331,LGA,2
2015-01-13,355,LGA,2
2015-01-13,3674,LGA,2
2015-01-13,411,JFK,2
2015-01-13,413,JFK,2
2015-01-13,415,JFK,4
2015-01-13,423,JFK,2
2015-01-13,433,JFK,2
2015-01-13,441,JFK,2
2015-01-13,443,JFK,2
2015-01-13,445,JFK,2
2015-01-13,477,JFK,2
2015-01-13,486,JFK,2
2015-01-13,703,JFK,2
2015-01-13,711,LGA,2
2015-01-13,761,LGA,2
2015-01-13,841,JFK,2
2015-01-13,847,LGA,2
2015-01-14,1,JFK,2
2015-01-14,15,JFK,2
2015-01-14,163,JFK,2
2015-01-14,1714,LGA,2
2015-01-14,1814,LGA,2
2015-01-14,2002,JFK,2
2015-01-14,2181,LGA,2
2015-01-14,2187,LGA,2
2015-01-14,221,LGA,2
2015-01-14,23,JFK,2
2015-01-14,2331,LGA,2
2015-01-14,2395,LGA,2
2015-01-14,3,JFK,2
2015-01-14,307,LGA,2
2015-01-14,327,LGA,2
2015-01-14,331,LGA,2
2015-01-14,355,LGA,2
2015-01-14,3674,LGA,2
2015-01-14,411,JFK,2
2015-01-14,413,JFK,2
2015-01-14,415,JFK,4
2015-01-14,423,JFK,2
2015-01-14,425,JFK,2
2015-01-14,433,JFK,2
2015-01-14,441,JFK,2
2015-01-14,443,JFK,2
2015-01-14,445,JFK,2
2015-01-14,477,JFK,2
2015-01-14,486,JFK,2
2015-01-14,561,LGA,2
2015-01-14,703,JFK,2
2015-01-14,711,LGA,2
2015-01-14,761,LGA,2
2015-01-14,841,JFK,2
2015-01-14,847,LGA,2
2015-01-15,1,JFK,2
2015-01-15,15,JFK,2
2015-01-15,163,JFK,2
2015-01-15,1814,LGA,2
2015-01-15,2002,JFK,2
2015-01-15,2181,LGA,2
2015-01-15,2187,LGA,2
2015-01-15,221,LGA,2
2015-01-15,23,JFK,2
2015-01-15,2314,JFK,2
2015-01-15,2331,LGA,2
2015-01-15,2395,LGA,2
2015-01-15,3,JFK,2
2015-01-15,307,LGA,2
2015-01-15,331,LGA,2
2015-01-15,355,LGA,2
2015-01-15,3674,LGA,2
2015-01-15,411,JFK,2
2015-01-15,413,JFK,2
2015-01-15,415,JFK,4
2015-01-15,423,JFK,2
2015-01-15,425,JFK,2
2015-01-15,441,JFK,2
2015-01-15,443,JFK,2
2015-01-15,486,JFK,2
2015-01-15,65,JFK,2
2015-01-15,703,JFK,2
2015-01-15,711,LGA,2
2015-01-15,761,LGA,2
2015-01-15,841,JFK,2
2015-01-15,847,LGA,2
2015-01-16,1,JFK,2
2015-01-16,15,JFK,2
2015-01-16,1814,LGA,2
2015-01-16,2002,JFK,2
2015-01-16,2181,LGA,2
2015-01-16,2187,LGA,2
2015-01-16,221,LGA,2
2015-01-16,23,JFK,2
2015-01-16,2314,JFK,2
2015-01-16,2331,LGA,2
2015-01-16,2395,LGA,2
2015-01-16,3,JFK,2
2015-01-16,307,LGA,2
2015-01-16,331,LGA,2
2015-01-16,355,LGA,2
2015-01-16,3674,LGA,2
2015-01-16,411,JFK,2
2015-01-16,413,JFK,2
2015-01-16,415,JFK,4
2015-01-16,423,JFK,2
2015-01-16,425,JFK,2
2015-01-16,441,JFK,2
2015-01-16,443,JFK,2
2015-01-16,445,JFK,2
2015-01-16,486,JFK,2
2015-01-16,65,JFK,2
2015-01-16,703,JFK,2
2015-01-16,711,LGA,2
2015-01-16,761,LGA,2
2015-01-16,841,JFK,2
2015-01-16,847,LGA,2
2015-01-17,1,JFK,2
2015-01-17,15,JFK,2
2015-01-17,163,JFK,2
2015-01-17,2002,JFK,2
2015-01-17,3,JFK,2
2015-01-17,331,LGA,2
2015-01-17,411,JFK,2
2015-01-17,413,JFK,2
2015-01-17,415,JFK,3
2015-01-17,423,JFK,2
2015-01-17,425,JFK,2
2015-01-17,433,JFK,2
2015-01-17,441,JFK,2
2015-01-17,443,JFK,2
2015-01-17,486,JFK,2
2015-01-17,510,JFK,2
2015-01-17,703,JFK,2
2015-01-17,711,LGA,2
2015-01-17,841,JFK,2
2015-01-17,847,LGA,2
2015-01-18,1,JFK,2
2015-01-18,15,JFK,2
2015-01-18,163,JFK,2
2015-01-18,1739,LGA,2
2015-01-18,1814,LGA,2
2015-01-18,2002,JFK,2
2015-01-18,23,JFK,2
2015-01-18,3,JFK,2
2015-01-18,307,LGA,2
2015-01-18,331,LGA,2
2015-01-18,3674,LGA,2
2015-01-18,411,JFK,2
2015-01-18,415,JFK,4
2015-01-18,425,JFK,2
2015-01-18,443,JFK,2
2015-01-18,65,JFK,2
2015-01-18,703,JFK,2
2015-01-18,711,LGA,2
2015-01-18,841,JFK,2
2015-01-18,847,LGA,3
2015-01-19,1,JFK,2
2015-01-19,15,JFK,2
2015-01-19,163,JFK,2
2015-01-19,1814,LGA,2
2015-01-19,2002,JFK,2
2015-01-19,2181,LGA,2
2015-01-19,2187,LGA,2
2015-01-19,221,LGA,2
2015-01-19,23,JFK,2
2015-01-19,2314,JFK,2
2015-01-19,2331,LGA,2
2015-01-19,2395,LGA,2
2015-01-19,3,JFK,2
2015-01-19,307,LGA,2
2015-01-19,327,LGA,2
2015-01-19,331,LGA,2
2015-01-19,355,LGA,2
2015-01-19,3674,LGA,2
2015-01-19,411,JFK,2
2015-01-19,413,JFK,2
2015-01-19,415,JFK,4
2015-01-19,423,JFK,2
2015-01-19,441,JFK,2
2015-01-19,443,JFK,2
2015-01-19,453,JFK,2
2015-01-19,486,JFK,2
2015-01-19,65,JFK,2
2015-01-19,703,JFK,2
2015-01-19,761,LGA,2
2015-01-19,841,JFK,2
2015-01-19,847,LGA,2
2015-01-20,1,JFK,2
2015-01-20,15,JFK,2
2015-01-20,163,JFK,2
2015-01-20,1814,LGA,2
2015-01-20,2002,JFK,2
2015-01-20,2181,LGA,2
2015-01-20,2187,LGA,2
2015-01-20,221,LGA,2
2015-01-20,23,JFK,2
2015-01-20,2331,LGA,2
2015-01-20,2395,LGA,2
2015-01-20,3,JFK,2
2015-01-20,307,LGA,2
2015-01-20,331,LGA,2
2015-01-20,355,LGA,2
2015-01-20,3674,LGA,2
2015-01-20,411,JFK,2
2015-01-20,413,JFK,2
2015-01-20,415,JFK,4
2015-01-20,423,JFK,2
2015-01-20,433,JFK,2
2015-01-20,441,JFK,2
2015-01-20,443,JFK,2
2015-01-20,445,JFK,2
2015-01-20,453,JFK,2
2015-01-20,477,JFK,2
2015-01-20,486,JFK,2
2015-01-20,703,JFK,2
2015-01-20,761,LGA,2
2015-01-20,841,JFK,2
2015-01-20,847,LGA,2
2015-01-21,1,JFK,2
2015-01-21,15,JFK,2
2015-01-21,163,JFK,2
2015-01-21,1814,LGA,2
2015-01-21,2002,JFK,2
2015-01-21,2181,LGA,2
2015-01-21,2187,LGA,2
2015-01-21,221,LGA,2
2015-01-21,23,JFK,2
2015-01-21,2331,LGA,2
2015-01-21,2395,LGA,2
2015-01-21,3,JFK,2
2015-01-21,307,LGA,2
2015-01-21,327,LGA,2
2015-01-21,331,LGA,2
2015-01-21,355,LGA,2
2015-01-21,3674,LGA,2
2015-01-21,411,JFK,2
2015-01-21,413,JFK,2
2015-01-21,415,JFK,4
2015-01-21,423,JFK,2
2015-01-21,425,JFK,2
2015-01-21,433,JFK,2
2015-01-21,441,JFK,2
2015-01-21,443,JFK,2
2015-01-21,445,JFK,2
2015-01-21,453,JFK,2
2015-01-21,477,JFK,2
2015-01-21,486,JFK,2
2015-01-21,561,LGA,2
2015-01-21,703,JFK,2
2015-01-21,711,LGA,2
2015-01-21,761,LGA,2
2015-01-21,841,JFK,2
2015-01-21,847,LGA,2
2015-01-22,1,JFK,2
2015-01-22,15,JFK,2
2015-01-22,163,JFK,2
2015-01-22,1814,LGA,2
2015-01-22,2002,JFK,2
2015-01-22,2181,LGA,2
2015-01-22,2187,LGA,2
2015-01-22,221,LGA,2
2015-01-22,23,JFK,2
2015-01-22,2331,LGA,2
2015-01-22,2395,LGA,2
2015-01-22,3,JFK,2
2015-01-22,307,LGA,2
2015-01-22,331,LGA,2
2015-01-22,355,LGA,2
2015-01-22,3674,LGA,2
2015-01-22,411,JFK,2
2015-01-22,413,JFK,2
2015-01-22,415,JFK,4
2015-01-22,423,JFK,2
2015-01-22,425,JFK,2
2015-01-22,433,JFK,2
2015-01-22,441,JFK,2
2015-01-22,443,JFK,2
2015-01-22,445,JFK,2
2015-01-22,453,JFK,2
2015-01-22,486,JFK,2
2015-01-22,65,JFK,2
2015-01-22,703,JFK,2
2015-01-22,711,LGA,2
2015-01-22,761,LGA,2
2015-01-22,841,JFK,2
2015-01-22,847,LGA,2
2015-01-23,1,JFK,2
2015-01-23,15,JFK,2
2015-01-23,1814,LGA,2
2015-01-23,2002,JFK,2
2015-01-23,2181,LGA,2
2015-01-23,2187,LGA,2
2015-01-23,221,LGA,2
2015-01-23,23,JFK,2
2015-01-23,2314,JFK,2
2015-01-23,2331,LGA,2
2015-01-23,2395,LGA,2
2015-01-23,3,JFK,2
2015-01-23,307,LGA,2
2015-01-23,331,LGA,2
2015-01-23,355,LGA,2
2015-01-23,3674,LGA,2
2015-01-23,411,JFK,2
2015-01-23,413,JFK,2
2015-01-23,415,JFK,4
2015-01-23,423,JFK,2
2015-01-23,425,JFK,2
2015-01-23,441,JFK,2
2015-01-23,443,JFK,2
2015-01-23,445,JFK,2
2015-01-23,453,JFK,2
2015-01-23,486,JFK,2
2015-01-23,65,JFK,2
2015-01-23,703,JFK,2
2015-01-23,711,LGA,2
2015-01-23,761,LGA,2
2015-01-23,841,JFK,2
2015-01-23,847,LGA,2
2015-01-24,1,JFK,2
2015-01-24,15,JFK,2
2015-01-24,163,JFK,2
2015-01-24,2002,JFK,2
2015-01-24,3,JFK,2
2015-01-24,331,LGA,2
2015-01-24,411,JFK,2
2015-01-24,413,JFK,2
2015-01-24,415,JFK,3
2015-01-24,423,JFK,2
2015-01-24,425,JFK,2
2015-01-24,433,JFK,2
2015-01-24,441,JFK,2
2015-01-24,510,JFK,2
2015-01-24,703,JFK,2
2015-01-24,841,JFK,2
2015-01-24,847,LGA,2
2015-01-25,1,JFK,2
2015-01-25,1255,LGA,2
2015-01-25,15,JFK,2
2015-01-25,163,JFK,2
2015-01-25,1739,LGA,2
2015-01-25,1814,LGA,2
2015-01-25,2002,JFK,2
2015-01-25,2181,LGA,2
2015-01-25,23,JFK,2
2015-01-25,2314,JFK,2
2015-01-25,2395,LGA,2
2015-01-25,3,JFK,2
2015-01-25,307,LGA,2
2015-01-25,331,LGA,2
2015-01-25,3674,LGA,2
2015-01-25,411,JFK,2
2015-01-25,415,JFK,4
2015-01-25,423,JFK,2
2015-01-25,425,JFK,2
2015-01-25,443,JFK,2
2015-01-25,453,JFK,2
2015-01-25,486,JFK,2
2015-01-25,65,JFK,2
2015-01-25,703,JFK,2
2015-01-25,711,LGA,2
2015-01-25,841,JFK,2
2015-01-25,847,LGA,3
2015-01-26,1,JFK,2
2015-01-26,15,JFK,2
2015-01-26,163,JFK,2
2015-01-26,1814,LGA,2
2015-01-26,2002,JFK,2
2015-01-26,2181,LGA,2
2015-01-26,2187,LGA,2
2015-01-26,221,LGA,2
2015-01-26,23,JFK,2
2015-01-26,2331,LGA,2
2015-01-26,2395,LGA,2
2015-01-26,3,JFK,2
2015-01-26,307,LGA,2
2015-01-26,331,LGA,2
2015-01-26,355,LGA,2
2015-01-26,3674,LGA,2
2015-01-26,411,JFK,2
2015-01-26,413,JFK,2
2015-01-26,415,JFK,4
2015-01-26,423,JFK,2
2015-01-26,441,JFK,2
2015-01-26,443,JFK,2
2015-01-26,445,JFK,2
2015-01-26,453,JFK,2
2015-01-26,486,JFK,2
2015-01-26,65,JFK,2
2015-01-26,703,JFK,2
2015-01-26,711,LGA,2
2015-01-26,761,LGA,2
2015-01-26,841,JFK,2
2015-01-26,847,LGA,2
2015-01-27,1,JFK,2
2015-01-27,15,JFK,2
2015-01-27,163,JFK,2
2015-01-27,1814,LGA,2
2015-01-27,2002,JFK,2
2015-01-27,2181,LGA,2
2015-01-27,2187,LGA,2
2015-01-27,221,LGA,2
2015-01-27,23,JFK,2
2015-01-27,2331,LGA,2
2015-01-27,2395,LGA,2
2015-01-27,3,JFK,2
2015-01-27,307,LGA,2
2015-01-27,327,LGA,2
2015-01-27,331,LGA,2
2015-01-27,355,LGA,2
2015-01-27,3674,LGA,2
2015-01-27,411,JFK,2
2015-01-27,413,JFK,2
2015-01-27,415,JFK,4
2015-01-27,423,JFK,2
2015-01-27,433,JFK,2
2015-01-27,441,JFK,2
2015-01-27,443,JFK,2
2015-01-27,445,JFK,2
2015-01-27,453,JFK,2
2015-01-27,477,JFK,2
2015-01-27,486,JFK,2
2015-01-27,703,JFK,2
2015-01-27,711,LGA,2
2015-01-27,761,LGA,2
2015-01-27,841,JFK,2
2015-01-27,847,LGA,2
2015-01-28,1,JFK,2
2015-01-28,15,JFK,2
2015-01-28,163,JFK,2
2015-01-28,1814,LGA,2
2015-01-28,2002,JFK,2
2015-01-28,2181,LGA,2
2015-01-28,2187,LGA,2
2015-01-28,221,LGA,2
2015-01-28,23,JFK,2
2015-01-28,2331,LGA,2
2015-01-28,2395,LGA,2
2015-01-28,3,JFK,2
2015-01-28,307,LGA,2
2015-01-28,327,LGA,2
2015-01-28,331,LGA,2
2015-01-28,355,LGA,2
2015-01-28,3674,LGA,2
2015-01-28,411,JFK,2
2015-01-28,413,JFK,2
2015-01-28,415,JFK,4
2015-01-28,423,JFK,2
2015-01-28,425,JFK,2
2015-01-28,433,JFK,2
2015-01-28,441,JFK,2
2015-01-28,443,JFK,2
2015-01-28,445,JFK,2
2015-01-28,453,JFK,2
2015-01-28,477,JFK,2
2015-01-28,486,JFK,2
2015-01-28,561,LGA,2
2015-01-28,703,JFK,2
2015-01-28,711,LGA,2
2015-01-28,761,LGA,2
2015-01-28,841,JFK,2
2015-01-28,847,LGA,2
2015-01-29,1,JFK,2
2015-01-29,15,JFK,2
2015-01-29,163,JFK,2
2015-01-29,1814,LGA,2
2015-01-29,2002,JFK,2
2015-01-29,2181,LGA,2
2015-01-29,2187,LGA,2
2015-01-29,221,LGA,2
2015-01-29,23,JFK,2
2015-01-29,2314,JFK,2
2015-01-29,2331,LGA,2
2015-01-29,2395,LGA,2
2015-01-29,3,JFK,2
2015-01-29,307,LGA,2
2015-01-29,331,LGA,2
2015-01-29,355,LGA,2
2015-01-29,3674,LGA,2
2015-01-29,411,JFK,2
2015-01-29,413,JFK,2
2015-01-29,415,JFK,4
2015-01-29,423,JFK,2
2015-01-29,425,JFK,2
2015-01-29,433,JFK,2
2015-01-29,441,JFK,2
2015-01-29,443,JFK,2
2015-01-29,445,JFK,2
2015-01-29,453,JFK,2
2015-01-29,486,JFK,2
2015-01-29,65,JFK,2
2015-01-29,703,JFK,2
2015-01-29,711,LGA,2
2015-01-29,761,LGA,2
2015-01-29,841,JFK,2
2015-01-29,847,LGA,2
2015-01-30,1,JFK,2
2015-01-30,15,JFK,2
2015-01-30,1814,LGA,2
2015-01-30,2002,JFK,2
2015-01-30,2181,LGA,2
2015-01-30,2187,LGA,2
2015-01-30,221,LGA,2
2015-01-30,23,JFK,2
2015-01-30,2331,LGA,2
2015-01-30,2395,LGA,2
2015-01-30,3,JFK,2
2015-01-30,307,LGA,2
2015-01-30,331,LGA,2
2015-01-30,355,LGA,2
2015-01-30,3674,LGA,2
2015-01-30,411,JFK,2
2015-01-30,413,JFK,2
2015-01-30,415,JFK,4
2015-01-30,423,JFK,2
2015-01-30,425,JFK,2
2015-01-30,433,JFK,2
2015-01-30,441,JFK,2
2015-01-30,443,JFK,2
2015-01-30,445,JFK,2
2015-01-30,453,JFK,2
2015-01-30,477,JFK,2
2015-01-30,486,JFK,2
2015-01-30,65,JFK,2
2015-01-30,703,JFK,2
2015-01-30,711,LGA,2
2015-01-30,761,LGA,2
2015-01-30,841,JFK,2
2015-01-30,847,LGA,2
2015-01-31,1,JFK,2
2015-01-31,15,JFK,2
2015-01-31,163,JFK,2
2015-01-31,2002,JFK,2
2015-01-31,3,JFK,2
2015-01-31,331,LGA,2
2015-01-31,411,JFK,2
2015-01-31,413,JFK,2
2015-01-31,415,JFK,3
2015-01-31,423,JFK,2
2015-01-31,425,JFK,2
2015-01-31,433,JFK,2
2015-01-31,441,JFK,2
2015-01-31,486,JFK,2
2015-01-31,510,JFK,2
2015-01-31,703,JFK,2
2015-01-31,711,LGA,2
2015-01-31,841,JFK,2
2015-01-31,847,LGA,2
2015-02-01,1,JFK,2
2015-02-01,1255,LGA,2
2015-02-01,15,JFK,2
2015-02-01,163,JFK,2
2015-02-01,1739,LGA,2
2015-02-01,1814,LGA,2
2015-02-01,2181,LGA,2
2015-02-01,23,JFK,2
2015-02-01,3,JFK,2
2015-02-01,307,LGA,2
2015-02-01,331,LGA,2
2015-02-01,3674,LGA,2
2015-02-01,411,JFK,2
2015-02-01,415,JFK,4
2015-02-01,423,JFK,2
2015-02-01,443,JFK,2
2015-02-01,453,JFK,2
2015-02-01,65,JFK,2
2015-02-01,703,JFK,2
2015-02-01,711,LGA,2
2015-02-01,841,JFK,2
2015-02-01,847,LGA,3
2015-02-02,1,JFK,2
2015-02-02,15,JFK,2
2015-02-02,163,JFK,2
