Var1,Var2,Freq
FALSE,A,0
TRUE,A,15277
NA,A,0
FALSE,B,0
TRUE,B,29097
NA,B,0
FALSE,C,0
TRUE,C,21133
NA,C,0
FALSE,D,0
TRUE,D,7623
NA,D,0
FALSE,NA,2325273
TRUE,NA,0
NA,NA,0
