2015,1,CLE,329
2015,1,CLT,609
2015,1,CVG,58
2015,1,DAY,61
2015,1,DEN,325
2015,1,DTW,533
2015,1,EGE,34
2015,1,EYW,1
2015,1,ALB,4
2015,1,FLL,1024
2015,1,GSP,5
2015,1,HOU,104
2015,1,BUF,251
2015,1,IND,35
2015,1,JAX,88
2015,1,LAX,1021
2015,1,CAE,43
2015,1,AUS,157
2015,1,LEX,3
2015,1,BWI,33
2015,1,LIT,27
2015,1,MCI,64
2015,1,MIA,1041
2015,1,MKE,62
2015,1,MSP,279
2015,1,MYR,61
2015,1,OAK,24
2015,1,OMA,18
2015,1,PBI,583
2015,1,PHL,14
2015,1,PIT,33
2015,1,PSE,29
2015,1,PSP,5
2015,1,PWM,100
2015,1,ATL,958
2015,1,RIC,63
2015,1,ROC,162
2015,1,RSW,248
2015,1,SAN,135
2015,1,SAV,83
2015,1,SJC,19
2015,1,SLC,186
2015,1,STL,205
2015,1,STT,72
2015,1,SYR,158
2015,1,TPA,478
2015,1,BNA,288
2015,1,CAK,53
2015,1,CHO,58
2015,1,BOS,1212
2015,1,CHS,104
2015,1,CMH,230
2015,1,DAL,228
2015,1,DCA,548
2015,1,DFW,521
2015,1,GSO,156
2015,1,HNL,54
2015,1,IAD,194
2015,1,IAH,217
2015,1,JAC,2
2015,1,LAS,370
2015,1,LGB,57
2015,1,MCO,935
2015,1,BHM,46
2015,1,MDW,185
2015,1,MHT,39
2015,1,MSY,182
2015,1,BQN,38
2015,1,ORD,964
2015,1,BTV,104
2015,1,ORF,103
2015,1,PDX,33
2015,1,PHX,192
2015,1,RDU,459
2015,1,SAT,4
2015,1,SDF,85
2015,1,SEA,161
2015,1,SFO,688
2015,1,SJU,442
2015,1,SMF,20
2015,1,SRQ,53
2015,1,TYS,27
2015,1,XNA,43
2015,1,BUR,35
2015,2,MCI,52
2015,2,ALB,3
2015,2,ATL,813
2015,2,BGR,8
2015,2,BNA,214
2015,2,BOS,1035
2015,2,BQN,28
2015,2,BTV,98
2015,2,BUF,233
2015,2,BWI,22
2015,2,CAE,42
2015,2,CAK,42
2015,2,CHS,74
2015,2,CLT,479
2015,2,DAL,213
2015,2,DCA,493
2015,2,DFW,414
2015,2,DTW,446
2015,2,EGE,30
2015,2,HNL,23
2015,2,IAH,183
2015,2,LAS,299
2015,2,LAX,847
2015,2,LIT,22
2015,2,MDW,163
2015,2,MHT,31
