2015,1,UA,LGA,+RA BR,12
2015,1,US,LGA,+RA BR,6
2015,1,MQ,LGA,+SN FZFG,2
2015,1,VX,JFK,-DZ BR,3
2015,1,EV,LGA,-DZ BR,20
2015,1,MQ,LGA,-DZ BR,1
2015,1,US,LGA,-DZ BR,1
2015,1,B6,LGA,-FZRA BR,9
2015,1,MQ,LGA,-FZRA BR,9
2015,1,UA,LGA,-FZRA BR,9
2015,1,UA,LGA,-FZRASNPL BR,4
2015,1,EV,EWR,+RA BR,4
2015,1,DL,JFK,-RA,53
2015,1,UA,JFK,-RA,11
2015,1,VX,JFK,-RA,3
2015,1,DL,LGA,-RA,29
2015,1,EV,LGA,-RA,22
2015,1,MQ,LGA,-RA,7
2015,1,UA,LGA,-RA,2
2015,1,US,LGA,-RA,2
2015,1,AA,JFK,-RA BR,30
2015,1,DL,JFK,-RA BR,60
2015,1,US,JFK,-RA BR,13
2015,1,B6,LGA,-RA BR,60
2015,1,DL,LGA,-RA BR,85
2015,1,NK,LGA,-RA BR,26
2015,1,OO,LGA,-RA BR,1
2015,1,DL,JFK,+RA BR,27
2015,1,AA,LGA,+RA BR,11
2015,1,UA,LGA,-RA BR,35
2015,1,B6,JFK,-RA BR BCFG,12
2015,1,AA,LGA,-RASN BR,8
2015,1,US,LGA,-RASN BR,4
2015,1,UA,JFK,-SN,11
2015,1,VX,JFK,-SN,12
2015,1,UA,LGA,-SN,57
2015,1,US,LGA,-SN,28
2015,1,VX,LGA,-SN,3
2015,1,WN,LGA,-SN,40
2015,1,AA,JFK,-SN BLSN,1
2015,1,B6,JFK,-SN BLSN,1
2015,1,VX,JFK,-SN BLSN,1
2015,1,AA,JFK,-SN BR,9
2015,1,DL,JFK,-SN BR,23
2015,1,AA,LGA,-SN BR,19
2015,1,DL,LGA,-SN BR,31
2015,1,EV,LGA,-SN BR,4
2015,1,UA,LGA,-SN BR,17
2015,1,MQ,LGA,+RA BR,18
2015,1,WN,LGA,-SN BR,48
2015,1,B6,JFK,BR,15
2015,1,MQ,JFK,BR,1
2015,1,VX,JFK,BR,2
2015,1,DL,LGA,BR,43
2015,1,EV,LGA,BR,14
2015,1,MQ,LGA,BR,43
2015,1,VX,LGA,BR,4
2015,1,DL,JFK,BR BCFG,6
2015,1,DL,JFK,BR MIFG,6
2015,1,VX,JFK,BR MIFG,2
2015,1,AA,JFK,NA,250
2015,1,B6,JFK,NA,556
2015,1,UA,JFK,NA,34
2015,1,US,JFK,NA,42
2015,1,VX,JFK,NA,19
2015,1,F9,LGA,NA,31
2015,1,MQ,LGA,NA,286
2015,1,NK,LGA,NA,74
2015,1,UA,LGA,NA,138
2015,1,US,LGA,NA,125
2015,1,VX,LGA,NA,20
2015,1,B6,JFK,RA,14
2015,1,DL,JFK,RA,10
2015,1,AA,LGA,RA,2
2015,1,EV,LGA,RA,6
2015,1,F9,LGA,+RA BR,2
2015,1,NK,LGA,RA,2
2015,1,UA,LGA,RA,2
2015,1,US,LGA,RA,2
2015,1,EV,EWR,RA BR,4
2015,1,DL,JFK,RA BR,38
2015,1,UA,JFK,RA BR,3
2015,1,US,JFK,RA BR,7
2015,1,F9,LGA,RA BR,3
2015,1,NK,LGA,RA BR,2
2015,1,DL,LGA,SN FZFG,5
2015,1,EV,LGA,SN FZFG,4
2015,1,MQ,LGA,SN FZFG,7
2015,1,UA,LGA,SN FZFG,11
2015,1,US,LGA,SN FZFG,6
2015,1,NK,LGA,+RA BR,1
2015,1,DL,LGA,+RA BR,10
2015,1,UA,LGA,+SN FZFG,2
2015,1,MQ,JFK,+RA BR,15
2015,1,US,LGA,+SN FZFG,2
2015,1,AA,JFK,-DZ BR,6
2015,1,B6,JFK,-DZ BR,3
2015,1,DL,JFK,-DZ BR,14
2015,1,MQ,JFK,-DZ BR,1
2015,1,UA,JFK,-DZ BR,1
2015,1,AA,LGA,-DZ BR,1
2015,1,DL,LGA,-DZ BR,8
2015,1,UA,LGA,-DZ BR,3
2015,1,DL,LGA,-FZRA BR,77
2015,1,AA,LGA,-FZRASNPL BR,4
2015,1,EV,EWR,-RA,1
2015,1,AA,JFK,-RA,52
2015,1,B6,JFK,-RA,88
2015,1,MQ,JFK,-RA,48
2015,1,US,JFK,-RA,18
2015,1,AA,LGA,-RA,10
2015,1,B6,LGA,-RA,17
2015,1,F9,LGA,-RA,2
2015,1,NK,LGA,-RA,6
2015,1,WN,LGA,-RA,8
2015,1,EV,EWR,-RA BR,3
2015,1,B6,JFK,+RA BR,74
2015,1,B6,JFK,-RA BR,97
2015,1,MQ,JFK,-RA BR,37
2015,1,UA,JFK,-RA BR,4
2015,1,VX,JFK,-RA BR,3
2015,1,AA,LGA,-RA BR,36
2015,1,EV,LGA,-RA BR,36
2015,1,MQ,LGA,-RA BR,73
2015,1,US,LGA,-RA BR,28
2015,1,VX,LGA,-RA BR,8
2015,1,WN,LGA,-RA BR,49
2015,1,DL,JFK,-RA BR BCFG,6
2015,1,DL,JFK,-RASN,2
2015,1,B6,LGA,+RA BR,22
2015,1,B6,LGA,-RASN BR,8
2015,1,NK,LGA,-RASN BR,4
2015,1,EV,EWR,-SN,11
2015,1,AA,JFK,-SN,34
2015,1,B6,JFK,-SN,143
2015,1,DL,JFK,-SN,128
2015,1,MQ,JFK,-SN,27
2015,1,US,JFK,-SN,19
2015,1,AA,LGA,-SN,42
2015,1,B6,LGA,-SN,21
